Simulation time,plant,
37.240000,638.562935,
37.250000,638.641537,
37.260000,638.720218,
37.270000,638.798977,
37.280000,638.877816,
37.290000,638.956733,
37.300000,639.035729,
37.310000,639.114804,
37.320000,639.193958,
37.330000,639.273192,
37.340000,639.352505,
37.350000,639.431897,
37.360000,639.511368,
37.370000,639.590920,
37.380000,639.670550,
37.390000,639.750261,
37.400000,639.830051,
37.410000,639.909921,
37.420000,639.989871,
37.430000,640.069901,
37.440000,640.150010,
37.450000,640.230201,
37.460000,640.310471,
37.470000,640.390822,
37.480000,640.471253,
37.490000,640.551764,
37.500000,640.632357,
37.510000,640.713029,
37.520000,640.793783,
37.530000,640.874617,
37.540000,640.955532,
37.550000,641.036529,
37.560000,641.117606,
37.570000,641.198764,
37.580000,641.280004,
37.590000,641.361324,
37.600000,641.442727,
37.610000,641.524210,
37.620000,641.605776,
37.630000,641.687422,
37.640000,641.769151,
37.650000,641.850961,
37.660000,641.932853,
37.670000,642.014827,
37.680000,642.096884,
37.690000,642.179022,
37.700000,642.261242,
37.710000,642.343545,
37.720000,642.425930,
37.730000,642.508397,
37.740000,642.590947,
37.750000,642.673580,
37.760000,642.756295,
37.770000,642.839093,
37.780000,642.921974,
37.790000,643.004938,
37.800000,643.087985,
37.810000,643.171115,
37.820000,643.254328,
37.830000,643.337624,
37.840000,643.421004,
37.850000,643.504467,
37.860000,643.588014,
37.870000,643.671644,
37.880000,643.755358,
37.890000,643.839156,
37.900000,643.923038,
37.910000,644.007003,
37.920000,644.091053,
37.930000,644.175186,
37.940000,644.259404,
37.950000,644.343706,
37.960000,644.428093,
37.970000,644.512563,
37.980000,644.597119,
37.990000,644.681759,
38.000000,644.766484,
38.010000,644.851293,
38.020000,644.936187,
38.030000,645.021167,
38.040000,645.106231,
38.050000,645.191380,
38.060000,645.276615,
38.070000,645.361935,
38.080000,645.447340,
38.090000,645.532831,
38.100000,645.618407,
38.110000,645.704069,
38.120000,645.789817,
38.130000,645.875650,
38.140000,645.961570,
38.150000,646.047575,
38.160000,646.133666,
38.170000,646.219844,
38.180000,646.306107,
38.190000,646.392457,
38.200000,646.478894,
38.210000,646.565417,
38.220000,646.652026,
38.230000,646.738722,
38.240000,646.825505,
38.250000,646.912375,
38.260000,646.999332,
38.270000,647.086375,
38.280000,647.173506,
38.290000,647.260724,
38.300000,647.348029,
38.310000,647.435422,
38.320000,647.522902,
38.330000,647.610469,
38.340000,647.698124,
38.350000,647.785867,
38.360000,647.873698,
38.370000,647.961616,
38.380000,648.049623,
38.390000,648.137717,
38.400000,648.225900,
38.410000,648.314171,
38.420000,648.402530,
38.430000,648.490978,
38.440000,648.579514,
38.450000,648.668139,
38.460000,648.756852,
38.470000,648.845654,
38.480000,648.934545,
38.490000,649.023525,
38.500000,649.112594,
38.510000,649.201752,
38.520000,649.290999,
38.530000,649.380336,
38.540000,649.469762,
38.550000,649.559277,
38.560000,649.648882,
38.570000,649.738577,
38.580000,649.828361,
38.590000,649.918236,
38.600000,650.008200,
38.610000,650.098254,
38.620000,650.188398,
38.630000,650.278633,
38.640000,650.368957,
38.650000,650.459372,
38.660000,650.549878,
38.670000,650.640474,
38.680000,650.731161,
38.690000,650.821938,
38.700000,650.912807,
38.710000,651.003766,
38.720000,651.094816,
38.730000,651.185957,
38.740000,651.277190,
38.750000,651.368514,
38.760000,651.459929,
38.770000,651.551435,
38.780000,651.643033,
38.790000,651.734723,
38.800000,651.826505,
38.810000,651.918378,
38.820000,652.010343,
38.830000,652.102400,
38.840000,652.194550,
38.850000,652.286791,
38.860000,652.379125,
38.870000,652.471551,
38.880000,652.564070,
38.890000,652.656681,
38.900000,652.749385,
38.910000,652.842182,
38.920000,652.935071,
38.930000,653.028053,
38.940000,653.121129,
38.950000,653.214297,
38.960000,653.307559,
38.970000,653.400914,
38.980000,653.494362,
38.990000,653.587904,
39.000000,653.681540,
39.010000,653.775269,
39.020000,653.869092,
39.030000,653.963008,
39.040000,654.057019,
39.050000,654.151124,
39.060000,654.245323,
39.070000,654.339616,
39.080000,654.434003,
39.090000,654.528485,
39.100000,654.623062,
39.110000,654.717733,
39.120000,654.812498,
39.130000,654.907359,
39.140000,655.002314,
39.150000,655.097364,
39.160000,655.192510,
39.170000,655.287750,
39.180000,655.383086,
39.190000,655.478518,
39.200000,655.574044,
39.210000,655.669667,
39.220000,655.765384,
39.230000,655.861198,
39.240000,655.957108,
39.250000,656.053113,
39.260000,656.149214,
39.270000,656.245412,
39.280000,656.341706,
39.290000,656.438096,
39.300000,656.534583,
39.310000,656.631166,
39.320000,656.727845,
39.330000,656.824622,
39.340000,656.921495,
39.350000,657.018465,
39.360000,657.115532,
39.370000,657.212696,
39.380000,657.309957,
39.390000,657.407316,
39.400000,657.504772,
39.410000,657.602325,
39.420000,657.699976,
39.430000,657.797725,
39.440000,657.895572,
39.450000,657.993516,
39.460000,658.091559,
39.470000,658.189699,
39.480000,658.287938,
39.490000,658.386275,
39.500000,658.484710,
39.510000,658.583244,
39.520000,658.681877,
39.530000,658.780608,
39.540000,658.879438,
39.550000,658.978367,
39.560000,659.077395,
39.570000,659.176522,
39.580000,659.275748,
39.590000,659.375074,
39.600000,659.474499,
39.610000,659.574023,
39.620000,659.673647,
39.630000,659.773371,
39.640000,659.873194,
39.650000,659.973117,
39.660000,660.073140,
39.670000,660.173264,
39.680000,660.273487,
39.690000,660.373811,
39.700000,660.474235,
39.710000,660.574760,
39.720000,660.675385,
39.730000,660.776111,
39.740000,660.876938,
39.750000,660.977866,
39.760000,661.078894,
39.770000,661.180024,
39.780000,661.281255,
39.790000,661.382587,
39.800000,661.484020,
39.810000,661.585555,
39.820000,661.687192,
39.830000,661.788930,
39.840000,661.890771,
39.850000,661.992713,
39.860000,662.094757,
39.870000,662.196903,
39.880000,662.299151,
39.890000,662.401502,
39.900000,662.503955,
39.910000,662.606511,
39.920000,662.709169,
39.930000,662.811930,
39.940000,662.914793,
39.950000,663.017760,
39.960000,663.120830,
39.970000,663.224003,
39.980000,663.327279,
39.990000,663.430658,
40.000000,663.534141,
40.010000,663.637727,
40.020000,663.741417,
40.030000,663.845211,
40.040000,663.949109,
40.050000,664.053110,
40.060000,664.157216,
40.070000,664.261426,
40.080000,664.365740,
40.090000,664.470159,
40.100000,664.574681,
40.110000,664.679309,
40.120000,664.784041,
40.130000,664.888878,
40.140000,664.993820,
40.150000,665.098867,
40.160000,665.204019,
40.170000,665.309276,
40.180000,665.414639,
40.190000,665.520107,
40.200000,665.625680,
40.210000,665.731360,
40.220000,665.837145,
40.230000,665.943035,
40.240000,666.049032,
40.250000,666.155135,
40.260000,666.261344,
40.270000,666.367659,
40.280000,666.474080,
40.290000,666.580608,
40.300000,666.687243,
40.310000,666.793984,
40.320000,666.900832,
40.330000,667.007787,
40.340000,667.114850,
40.350000,667.222019,
40.360000,667.329295,
40.370000,667.436679,
40.380000,667.544170,
40.390000,667.651769,
40.400000,667.759475,
40.410000,667.867289,
40.420000,667.975211,
40.430000,668.083241,
40.440000,668.191379,
40.450000,668.299626,
40.460000,668.407980,
40.470000,668.516443,
40.480000,668.625015,
40.490000,668.733695,
40.500000,668.842484,
40.510000,668.951382,
40.520000,669.060389,
40.530000,669.169504,
40.540000,669.278729,
40.550000,669.388064,
40.560000,669.497507,
40.570000,669.607060,
40.580000,669.716723,
40.590000,669.826495,
40.600000,669.936378,
40.610000,670.046370,
40.620000,670.156472,
40.630000,670.266685,
40.640000,670.377008,
40.650000,670.487441,
40.660000,670.597984,
40.670000,670.708638,
40.680000,670.819403,
40.690000,670.930279,
40.700000,671.041266,
40.710000,671.152363,
40.720000,671.263572,
40.730000,671.374892,
40.740000,671.486324,
40.750000,671.597867,
40.760000,671.709521,
40.770000,671.821288,
40.780000,671.933166,
40.790000,672.045156,
40.800000,672.157258,
40.810000,672.269472,
40.820000,672.381799,
40.830000,672.494238,
40.840000,672.606789,
40.850000,672.719453,
40.860000,672.832230,
40.870000,672.945119,
40.880000,673.058122,
40.890000,673.171237,
40.900000,673.284466,
40.910000,673.397808,
40.920000,673.511263,
40.930000,673.624832,
40.940000,673.738515,
40.950000,673.852311,
40.960000,673.966221,
40.970000,674.080245,
40.980000,674.194383,
40.990000,674.308636,
41.000000,674.423002,
41.010000,674.537483,
41.020000,674.652079,
41.030000,674.766789,
41.040000,674.881614,
41.050000,674.996554,
41.060000,675.111609,
41.070000,675.226778,
41.080000,675.342064,
41.090000,675.457464,
41.100000,675.572980,
41.110000,675.688612,
41.120000,675.804359,
41.130000,675.920222,
41.140000,676.036200,
41.150000,676.152295,
41.160000,676.268506,
41.170000,676.384834,
41.180000,676.501277,
41.190000,676.617837,
41.200000,676.734514,
41.210000,676.851308,
41.220000,676.968218,
41.230000,677.085245,
41.240000,677.202390,
41.250000,677.319651,
41.260000,677.437030,
41.270000,677.554526,
41.280000,677.672140,
41.290000,677.789871,
41.300000,677.907720,
41.310000,678.025687,
41.320000,678.143773,
41.330000,678.261976,
41.340000,678.380297,
41.350000,678.498737,
41.360000,678.617295,
41.370000,678.735972,
41.380000,678.854768,
41.390000,678.973682,
41.400000,679.092715,
41.410000,679.211868,
41.420000,679.331139,
41.430000,679.450530,
41.440000,679.570041,
41.450000,679.689671,
41.460000,679.809420,
41.470000,679.929289,
41.480000,680.049279,
41.490000,680.169388,
41.500000,680.289617,
41.510000,680.409967,
41.520000,680.530437,
41.530000,680.651027,
41.540000,680.771739,
41.550000,680.892571,
41.560000,681.013524,
41.570000,681.134598,
41.580000,681.255793,
41.590000,681.377109,
41.600000,681.498547,
41.610000,681.620106,
41.620000,681.741787,
41.630000,681.863590,
41.640000,681.985514,
41.650000,682.107561,
41.660000,682.229729,
41.670000,682.352020,
41.680000,682.474433,
41.690000,682.596969,
41.700000,682.719627,
41.710000,682.842408,
41.720000,682.965312,
41.730000,683.088339,
41.740000,683.211489,
41.750000,683.334762,
41.760000,683.458159,
41.770000,683.581679,
41.780000,683.705323,
41.790000,683.829090,
41.800000,683.952981,
41.810000,684.076996,
41.820000,684.201136,
41.830000,684.325399,
41.840000,684.449787,
41.850000,684.574299,
41.860000,684.698936,
41.870000,684.823697,
41.880000,684.948584,
41.890000,685.073595,
41.900000,685.198732,
41.910000,685.323993,
41.920000,685.449380,
41.930000,685.574893,
41.940000,685.700531,
41.950000,685.826294,
41.960000,685.952184,
41.970000,686.078200,
41.980000,686.204341,
41.990000,686.330609,
42.000000,686.457003,
42.010000,686.583524,
42.020000,686.710171,
42.030000,686.836945,
42.040000,686.963846,
42.050000,687.090874,
42.060000,687.218029,
42.070000,687.345311,
42.080000,687.472720,
42.090000,687.600257,
42.100000,687.727922,
42.110000,687.855714,
42.120000,687.983634,
42.130000,688.111683,
42.140000,688.239859,
42.150000,688.368164,
42.160000,688.496597,
42.170000,688.625158,
42.180000,688.753848,
42.190000,688.882667,
42.200000,689.011615,
42.210000,689.140692,
42.220000,689.269898,
42.230000,689.399233,
42.240000,689.528697,
42.250000,689.658292,
42.260000,689.788015,
42.270000,689.917869,
42.280000,690.047853,
42.290000,690.177966,
42.300000,690.308210,
42.310000,690.438584,
42.320000,690.569089,
42.330000,690.699724,
42.340000,690.830490,
42.350000,690.961387,
42.360000,691.092414,
42.370000,691.223573,
42.380000,691.354863,
42.390000,691.486285,
42.400000,691.617838,
42.410000,691.749522,
42.420000,691.881338,
42.430000,692.013287,
42.440000,692.145367,
42.450000,692.277579,
42.460000,692.409924,
42.470000,692.542401,
42.480000,692.675011,
42.490000,692.807753,
42.500000,692.940628,
42.510000,693.073636,
42.520000,693.206777,
42.530000,693.340052,
42.540000,693.473459,
42.550000,693.607001,
42.560000,693.740675,
42.570000,693.874484,
42.580000,694.008426,
42.590000,694.142503,
42.600000,694.276714,
42.610000,694.411058,
42.620000,694.545538,
42.630000,694.680152,
42.640000,694.814900,
42.650000,694.949784,
42.660000,695.084802,
42.670000,695.219955,
42.680000,695.355244,
42.690000,695.490668,
42.700000,695.626228,
42.710000,695.761923,
42.720000,695.897754,
42.730000,696.033720,
42.740000,696.169823,
42.750000,696.306062,
42.760000,696.442438,
42.770000,696.578949,
42.780000,696.715598,
42.790000,696.852383,
42.800000,696.989305,
42.810000,697.126364,
42.820000,697.263560,
42.830000,697.400893,
42.840000,697.538364,
42.850000,697.675972,
42.860000,697.813718,
42.870000,697.951602,
42.880000,698.089624,
42.890000,698.227783,
42.900000,698.366082,
42.910000,698.504518,
42.920000,698.643093,
42.930000,698.781806,
42.940000,698.920659,
42.950000,699.059650,
42.960000,699.198780,
42.970000,699.338050,
42.980000,699.477459,
42.990000,699.617007,
43.000000,699.756695,
43.010000,699.896523,
43.020000,700.036490,
43.030000,700.176598,
43.040000,700.316846,
43.050000,700.457234,
43.060000,700.597762,
43.070000,700.738431,
43.080000,700.879241,
43.090000,701.020192,
43.100000,701.161284,
43.110000,701.302517,
43.120000,701.443891,
43.130000,701.585406,
43.140000,701.727064,
43.150000,701.868863,
43.160000,702.010803,
43.170000,702.152886,
43.180000,702.295111,
43.190000,702.437478,
43.200000,702.579988,
43.210000,702.722640,
43.220000,702.865435,
43.230000,703.008373,
43.240000,703.151454,
43.250000,703.294677,
43.260000,703.438045,
43.270000,703.581555,
43.280000,703.725209,
43.290000,703.869007,
43.300000,704.012949,
43.310000,704.157035,
43.320000,704.301265,
43.330000,704.445639,
43.340000,704.590157,
43.350000,704.734820,
43.360000,704.879628,
43.370000,705.024581,
43.380000,705.169679,
43.390000,705.314921,
43.400000,705.460310,
43.410000,705.605843,
43.420000,705.751522,
43.430000,705.897347,
43.440000,706.043318,
43.450000,706.189435,
43.460000,706.335698,
43.470000,706.482107,
43.480000,706.628663,
43.490000,706.775365,
43.500000,706.922214,
43.510000,707.069210,
43.520000,707.216353,
43.530000,707.363643,
43.540000,707.511080,
43.550000,707.658665,
43.560000,707.806398,
43.570000,707.954278,
43.580000,708.102307,
43.590000,708.250483,
43.600000,708.398807,
43.610000,708.547280,
43.620000,708.695902,
43.630000,708.844672,
43.640000,708.993591,
43.650000,709.142659,
43.660000,709.291876,
43.670000,709.441242,
43.680000,709.590758,
43.690000,709.740424,
43.700000,709.890239,
43.710000,710.040204,
43.720000,710.190319,
43.730000,710.340585,
43.740000,710.491000,
43.750000,710.641567,
43.760000,710.792284,
43.770000,710.943151,
43.780000,711.094170,
43.790000,711.245340,
43.800000,711.396661,
43.810000,711.548133,
43.820000,711.699757,
43.830000,711.851533,
43.840000,712.003461,
43.850000,712.155540,
43.860000,712.307772,
43.870000,712.460156,
43.880000,712.612693,
43.890000,712.765382,
43.900000,712.918224,
43.910000,713.071219,
43.920000,713.224367,
43.930000,713.377668,
43.940000,713.531123,
43.950000,713.684731,
43.960000,713.838493,
43.970000,713.992409,
43.980000,714.146479,
43.990000,714.300703,
44.000000,714.455081,
44.010000,714.609614,
44.020000,714.764301,
44.030000,714.919143,
44.040000,715.074140,
44.050000,715.229292,
44.060000,715.384600,
44.070000,715.540062,
44.080000,715.695681,
44.090000,715.851455,
44.100000,716.007385,
44.110000,716.163471,
44.120000,716.319713,
44.130000,716.476111,
44.140000,716.632666,
44.150000,716.789378,
44.160000,716.946246,
44.170000,717.103272,
44.180000,717.260454,
44.190000,717.417794,
44.200000,717.575291,
44.210000,717.732946,
44.220000,717.890759,
44.230000,718.048729,
44.240000,718.206857,
44.250000,718.365144,
44.260000,718.523589,
44.270000,718.682193,
44.280000,718.840955,
44.290000,718.999877,
44.300000,719.158957,
44.310000,719.318196,
44.320000,719.477595,
44.330000,719.637153,
44.340000,719.796871,
44.350000,719.956749,
44.360000,720.116786,
44.370000,720.276984,
44.380000,720.437342,
44.390000,720.597861,
44.400000,720.758540,
44.410000,720.919380,
44.420000,721.080381,
44.430000,721.241543,
44.440000,721.402866,
44.450000,721.564351,
44.460000,721.725997,
44.470000,721.887805,
44.480000,722.049775,
44.490000,722.211907,
44.500000,722.374201,
44.510000,722.536657,
44.520000,722.699276,
44.530000,722.862058,
44.540000,723.025003,
44.550000,723.188110,
44.560000,723.351381,
44.570000,723.514816,
44.580000,723.678413,
44.590000,723.842175,
44.600000,724.006100,
44.610000,724.170190,
44.620000,724.334443,
44.630000,724.498861,
44.640000,724.663443,
44.650000,724.828190,
44.660000,724.993102,
44.670000,725.158179,
44.680000,725.323421,
44.690000,725.488829,
44.700000,725.654402,
44.710000,725.820140,
44.720000,725.986045,
44.730000,726.152115,
44.740000,726.318352,
44.750000,726.484755,
44.760000,726.651324,
44.770000,726.818060,
44.780000,726.984963,
44.790000,727.152033,
44.800000,727.319270,
44.810000,727.486674,
44.820000,727.654246,
44.830000,727.821985,
44.840000,727.989893,
44.850000,728.157968,
44.860000,728.326212,
44.870000,728.494623,
44.880000,728.663204,
44.890000,728.831953,
44.900000,729.000871,
44.910000,729.169957,
44.920000,729.339213,
44.930000,729.508639,
44.940000,729.678234,
44.950000,729.847998,
44.960000,730.017932,
44.970000,730.188037,
44.980000,730.358311,
44.990000,730.528756,
45.000000,730.699372,
45.010000,730.870158,
45.020000,731.041115,
45.030000,731.212243,
45.040000,731.383543,
45.050000,731.555013,
45.060000,731.726655,
45.070000,731.898469,
45.080000,732.070455,
45.090000,732.242613,
45.100000,732.414943,
45.110000,732.587446,
45.120000,732.760121,
45.130000,732.932969,
45.140000,733.105990,
45.150000,733.279184,
45.160000,733.452551,
45.170000,733.626092,
45.180000,733.799806,
45.190000,733.973694,
45.200000,734.147756,
45.210000,734.321992,
45.220000,734.496403,
45.230000,734.670988,
45.240000,734.845747,
45.250000,735.020682,
45.260000,735.195791,
45.270000,735.371076,
45.280000,735.546536,
45.290000,735.722171,
45.300000,735.897983,
45.310000,736.073970,
45.320000,736.250133,
45.330000,736.426472,
45.340000,736.602988,
45.350000,736.779680,
45.360000,736.956550,
45.370000,737.133596,
45.380000,737.310819,
45.390000,737.488219,
45.400000,737.665797,
45.410000,737.843553,
45.420000,738.021487,
45.430000,738.199598,
45.440000,738.377888,
45.450000,738.556356,
45.460000,738.735002,
45.470000,738.913827,
45.480000,739.092831,
45.490000,739.272014,
45.500000,739.451377,
45.510000,739.630919,
45.520000,739.810640,
45.530000,739.990541,
45.540000,740.170622,
45.550000,740.350884,
45.560000,740.531325,
45.570000,740.711947,
45.580000,740.892750,
45.590000,741.073734,
45.600000,741.254898,
45.610000,741.436244,
45.620000,741.617772,
45.630000,741.799481,
45.640000,741.981371,
45.650000,742.163444,
45.660000,742.345698,
45.670000,742.528135,
45.680000,742.710755,
45.690000,742.893557,
45.700000,743.076542,
45.710000,743.259710,
45.720000,743.443061,
45.730000,743.626596,
45.740000,743.810314,
45.750000,743.994216,
45.760000,744.178302,
45.770000,744.362572,
45.780000,744.547027,
45.790000,744.731666,
45.800000,744.916490,
45.810000,745.101499,
45.820000,745.286693,
45.830000,745.472072,
45.840000,745.657637,
45.850000,745.843387,
45.860000,746.029324,
45.870000,746.215446,
45.880000,746.401755,
45.890000,746.588250,
45.900000,746.774931,
45.910000,746.961800,
45.920000,747.148855,
45.930000,747.336098,
45.940000,747.523528,
45.950000,747.711145,
45.960000,747.898950,
45.970000,748.086944,
45.980000,748.275125,
45.990000,748.463494,
46.000000,748.652052,
46.010000,748.840799,
46.020000,749.029734,
46.030000,749.218859,
46.040000,749.408173,
46.050000,749.597676,
46.060000,749.787369,
46.070000,749.977252,
46.080000,750.167324,
46.090000,750.357587,
46.100000,750.548040,
46.110000,750.738684,
46.120000,750.929519,
46.130000,751.120544,
46.140000,751.311761,
46.150000,751.503169,
46.160000,751.694768,
46.170000,751.886559,
46.180000,752.078543,
46.190000,752.270718,
46.200000,752.463085,
46.210000,752.655645,
46.220000,752.848398,
46.230000,753.041343,
46.240000,753.234482,
46.250000,753.427814,
46.260000,753.621339,
46.270000,753.815058,
46.280000,754.008971,
46.290000,754.203078,
46.300000,754.397379,
46.310000,754.591874,
46.320000,754.786564,
46.330000,754.981449,
46.340000,755.176529,
46.350000,755.371804,
46.360000,755.567274,
46.370000,755.762940,
46.380000,755.958802,
46.390000,756.154860,
46.400000,756.351114,
46.410000,756.547564,
46.420000,756.744211,
46.430000,756.941055,
46.440000,757.138095,
46.450000,757.335333,
46.460000,757.532768,
46.470000,757.730401,
46.480000,757.928231,
46.490000,758.126260,
46.500000,758.324486,
46.510000,758.522911,
46.520000,758.721534,
46.530000,758.920356,
46.540000,759.119378,
46.550000,759.318598,
46.560000,759.518017,
46.570000,759.717636,
46.580000,759.917455,
46.590000,760.117474,
46.600000,760.317693,
46.610000,760.518112,
46.620000,760.718732,
46.630000,760.919552,
46.640000,761.120574,
46.650000,761.321796,
46.660000,761.523220,
46.670000,761.724846,
46.680000,761.926673,
46.690000,762.128702,
46.700000,762.330933,
46.710000,762.533367,
46.720000,762.736003,
46.730000,762.938842,
46.740000,763.141884,
46.750000,763.345129,
46.760000,763.548577,
46.770000,763.752229,
46.780000,763.956085,
46.790000,764.160144,
46.800000,764.364408,
46.810000,764.568876,
46.820000,764.773549,
46.830000,764.978427,
46.840000,765.183509,
46.850000,765.388797,
46.860000,765.594290,
46.870000,765.799989,
46.880000,766.005894,
46.890000,766.212004,
46.900000,766.418321,
46.910000,766.624844,
46.920000,766.831574,
46.930000,767.038511,
46.940000,767.245655,
46.950000,767.453006,
46.960000,767.660564,
46.970000,767.868330,
46.980000,768.076304,
46.990000,768.284486,
47.000000,768.492877,
47.010000,768.701476,
47.020000,768.910283,
47.030000,769.119300,
47.040000,769.328526,
47.050000,769.537960,
47.060000,769.747605,
47.070000,769.957459,
47.080000,770.167523,
47.090000,770.377798,
47.100000,770.588283,
47.110000,770.798978,
47.120000,771.009884,
47.130000,771.221001,
47.140000,771.432330,
47.150000,771.643869,
47.160000,771.855621,
47.170000,772.067584,
47.180000,772.279760,
47.190000,772.492147,
47.200000,772.704747,
47.210000,772.917560,
47.220000,773.130586,
47.230000,773.343825,
47.240000,773.557277,
47.250000,773.770943,
47.260000,773.984822,
47.270000,774.198916,
47.280000,774.413223,
47.290000,774.627746,
47.300000,774.842482,
47.310000,775.057434,
47.320000,775.272600,
47.330000,775.487982,
47.340000,775.703580,
47.350000,775.919393,
47.360000,776.135421,
47.370000,776.351667,
47.380000,776.568128,
47.390000,776.784806,
47.400000,777.001700,
47.410000,777.218812,
47.420000,777.436141,
47.430000,777.653687,
47.440000,777.871451,
47.450000,778.089433,
47.460000,778.307633,
47.470000,778.526051,
47.480000,778.744688,
47.490000,778.963543,
47.500000,779.182617,
47.510000,779.401911,
47.520000,779.621423,
47.530000,779.841156,
47.540000,780.061108,
47.550000,780.281280,
47.560000,780.501673,
47.570000,780.722286,
47.580000,780.943119,
47.590000,781.164174,
47.600000,781.385450,
47.610000,781.606947,
47.620000,781.828665,
47.630000,782.050606,
47.640000,782.272768,
47.650000,782.495153,
47.660000,782.717760,
47.670000,782.940590,
47.680000,783.163642,
47.690000,783.386918,
47.700000,783.610417,
47.710000,783.834140,
47.720000,784.058086,
47.730000,784.282257,
47.740000,784.506652,
47.750000,784.731271,
47.760000,784.956115,
47.770000,785.181183,
47.780000,785.406477,
47.790000,785.631997,
47.800000,785.857741,
47.810000,786.083712,
47.820000,786.309909,
47.830000,786.536332,
47.840000,786.762981,
47.850000,786.989857,
47.860000,787.216960,
47.870000,787.444291,
47.880000,787.671848,
47.890000,787.899634,
47.900000,788.127647,
47.910000,788.355889,
47.920000,788.584359,
47.930000,788.813058,
47.940000,789.041985,
47.950000,789.271142,
47.960000,789.500527,
47.970000,789.730143,
47.980000,789.959988,
47.990000,790.190063,
48.000000,790.420368,
48.010000,790.650904,
48.020000,790.881670,
48.030000,791.112667,
48.040000,791.343896,
48.050000,791.575355,
48.060000,791.807047,
48.070000,792.038970,
48.080000,792.271125,
48.090000,792.503513,
48.100000,792.736133,
48.110000,792.968986,
48.120000,793.202071,
48.130000,793.435390,
48.140000,793.668943,
48.150000,793.902729,
48.160000,794.136749,
48.170000,794.371004,
48.180000,794.605492,
48.190000,794.840216,
48.200000,795.075174,
48.210000,795.310367,
48.220000,795.545796,
48.230000,795.781460,
48.240000,796.017360,
48.250000,796.253496,
48.260000,796.489868,
48.270000,796.726477,
48.280000,796.963322,
48.290000,797.200405,
48.300000,797.437725,
48.310000,797.675282,
48.320000,797.913077,
48.330000,798.151110,
48.340000,798.389381,
48.350000,798.627890,
48.360000,798.866639,
48.370000,799.105626,
48.380000,799.344852,
48.390000,799.584317,
48.400000,799.824022,
48.410000,800.063967,
48.420000,800.304152,
48.430000,800.544578,
48.440000,800.785244,
48.450000,801.026150,
48.460000,801.267298,
48.470000,801.508687,
48.480000,801.750318,
48.490000,801.992190,
48.500000,802.234305,
48.510000,802.476661,
48.520000,802.719261,
48.530000,802.962102,
48.540000,803.205187,
48.550000,803.448516,
48.560000,803.692087,
48.570000,803.935902,
48.580000,804.179962,
48.590000,804.424265,
48.600000,804.668813,
48.610000,804.913606,
48.620000,805.158643,
48.630000,805.403926,
48.640000,805.649454,
48.650000,805.895228,
48.660000,806.141248,
48.670000,806.387514,
48.680000,806.634026,
48.690000,806.880785,
48.700000,807.127791,
48.710000,807.375044,
48.720000,807.622544,
48.730000,807.870292,
48.740000,808.118288,
48.750000,808.366532,
48.760000,808.615025,
48.770000,808.863766,
48.780000,809.112756,
48.790000,809.361995,
48.800000,809.611484,
48.810000,809.861222,
48.820000,810.111210,
48.830000,810.361448,
48.840000,810.611937,
48.850000,810.862676,
48.860000,811.113666,
48.870000,811.364907,
48.880000,811.616399,
48.890000,811.868144,
48.900000,812.120140,
48.910000,812.372388,
48.920000,812.624888,
48.930000,812.877642,
48.940000,813.130648,
48.950000,813.383907,
48.960000,813.637420,
48.970000,813.891186,
48.980000,814.145206,
48.990000,814.399481,
49.000000,814.654009,
49.010000,814.908793,
49.020000,815.163831,
49.030000,815.419125,
49.040000,815.674674,
49.050000,815.930478,
49.060000,816.186539,
49.070000,816.442856,
49.080000,816.699429,
49.090000,816.956259,
49.100000,817.213346,
49.110000,817.470690,
49.120000,817.728292,
49.130000,817.986151,
49.140000,818.244268,
49.150000,818.502644,
49.160000,818.761278,
49.170000,819.020171,
49.180000,819.279323,
49.190000,819.538734,
49.200000,819.798405,
49.210000,820.058335,
49.220000,820.318526,
49.230000,820.578977,
49.240000,820.839688,
49.250000,821.100660,
49.260000,821.361894,
49.270000,821.623388,
49.280000,821.885145,
49.290000,822.147163,
49.300000,822.409443,
49.310000,822.671986,
49.320000,822.934792,
49.330000,823.197860,
49.340000,823.461192,
49.350000,823.724787,
49.360000,823.988646,
49.370000,824.252768,
49.380000,824.517155,
49.390000,824.781807,
49.400000,825.046723,
49.410000,825.311904,
49.420000,825.577351,
49.430000,825.843063,
49.440000,826.109041,
49.450000,826.375285,
49.460000,826.641795,
49.470000,826.908572,
49.480000,827.175616,
49.490000,827.442927,
49.500000,827.710506,
49.510000,827.978352,
49.520000,828.246466,
49.530000,828.514849,
49.540000,828.783500,
49.550000,829.052419,
49.560000,829.321608,
49.570000,829.591066,
49.580000,829.860793,
49.590000,830.130791,
49.600000,830.401058,
49.610000,830.671596,
49.620000,830.942404,
49.630000,831.213484,
49.640000,831.484834,
49.650000,831.756456,
49.660000,832.028350,
49.670000,832.300516,
49.680000,832.572954,
49.690000,832.845664,
49.700000,833.118647,
49.710000,833.391904,
49.720000,833.665433,
49.730000,833.939237,
49.740000,834.213314,
49.750000,834.487665,
49.760000,834.762291,
49.770000,835.037192,
49.780000,835.312367,
49.790000,835.587818,
49.800000,835.863544,
49.810000,836.139547,
49.820000,836.415825,
49.830000,836.692379,
49.840000,836.969210,
49.850000,837.246319,
49.860000,837.523704,
49.870000,837.801367,
49.880000,838.079307,
49.890000,838.357526,
49.900000,838.636022,
49.910000,838.914798,
49.920000,839.193852,
49.930000,839.473185,
49.940000,839.752798,
